description,vch_type,proposed_family,proposed_canonical_id,transaction_support,dominant_source_category_id,distinct_source_category_ids,source_category_purity,review_status,approved,evidence_note,risk_level,possible_synonym,synonym_review_note
lunch beef steak roll red apple,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch behrin,Expense,Dining,2001,1,13,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch bill,Income,Dining,2001,1,4,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch biryani allah wala,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch biryani office,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch biryani ordered by anthony,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch biryani with naveed,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch birynai,Expense,Dining,2001,1,7,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch box,Expense,Dining,2001,1,625,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch box vacuum flask bottle q m imtiaz,Expense,Dining,2001,1,20,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch box water bottle bahadurabad,Expense,Dining,2001,1,10,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch break,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch breakfast,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch burger,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch chapati mangos,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch chicken burger saran red apple foodpanda voucher,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch chips rice and chocolate,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch chulu kabab,Expense,Dining,2001,1,98,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch chura,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch coffee,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch contribution with cda friends,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch contribution with llc staff at vhakwal,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch darbar biryan and juices,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch day 1,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch didn t have,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch dinner 3 day,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch dinner cold drink,Expense,Dining,2001,1,3,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch dinner jade café,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch drink water lays juice,Expense,Dining,2001,1,36,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch during travelling to mianwali,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch expense,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch faham chawal,Expense,Dining,2001,1,57,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch faseeh ammar,Expense,Dining,2001,1,37,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch firm,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for 2,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for 2 people,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for 3 days,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for 5 persons,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for both,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for boys,Expense,Dining,2001,1,91,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for cafè,Expense,Dining,2001,1,19,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for guests,Expense,Dining,2001,1,12,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for me and mj,Expense,Dining,2001,1,21,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for my team wateen team,Expense,Dining,2001,1,91,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for sami n ibrahim from meruth,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch for tanya and z at rina,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch friday,Expense,Dining,2001,1,38,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from biryani house,Expense,Dining,2001,1,22,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from biryani master,Expense,Dining,2001,1,82,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from golden apple hot roll gulshan e iqbal,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from gymkhana,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from jalal sons as sandwich and salad,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from mathaqi,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from prem hatti,Expense,Dining,2001,1,12,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch from xanders,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch gamthi khichdi,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch gulshan,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch haleem jai,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch haleem roti,Expense,Dining,2001,1,45,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch half sandwich,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch haq bahoo pulao,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch haweliyan,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch hotel anda nestle,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch hotel daal,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch in balakot,Expense,Dining,2001,1,58,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch in burewala,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch in off,Expense,Dining,2001,1,29,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch in office and ice cream,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch in subway,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch jalfrazi daal discounts,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch jn,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch juice,Expense,Dining,2001,1,20,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch juice today,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch july 3rd,Expense,Dining,2001,1,28,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch karaya,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch kfc,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch khan pur dam visit,Expense,Dining,2001,1,604,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch lassi,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch mandhi,Expense,Dining,2001,1,6,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch mango,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
lunch masala broast royal ice spice,Expense,Dining,2001,1,601,1,1.0,REVIEW_REQUIRED,False,Machine-generated proposal based on description and transaction type. No mapping has been applied.,WEAK_CANDIDATE,,
